    0.000 0.00000000E+00
    0.000 0.15492166E-01
   10.000 0.15492166E-01
   20.000 0.15492166E-01
   30.000 0.15492166E-01
   40.000 0.15492166E-01
   50.000 0.15492166E-01
   60.000 0.15492166E-01
   70.000 0.15492166E-01
   80.000 0.15492166E-01
   90.000 0.15492166E-01
  100.000 0.15492166E-01
  110.000 0.15492166E-01
  120.000 0.15492166E-01
  130.000 0.15492166E-01
  140.000 0.15492166E-01
  150.000 0.15492166E-01
  160.000 0.15492166E-01
  170.000 0.15492166E-01
  180.000 0.15492166E-01
  190.000 0.15492166E-01
  200.000 0.15492166E-01
  210.000 0.15492166E-01
  220.000 0.15492166E-01
  230.000 0.15492166E-01
  240.000 0.15492166E-01
  250.000 0.15492166E-01
  260.000 0.15492166E-01
  270.000 0.15492166E-01
  280.000 0.15492166E-01
  290.000 0.15492166E-01
  300.000 0.15492166E-01
  310.000 0.15492166E-01
  320.000 0.15492166E-01
  330.000 0.15492166E-01
  340.000 0.15492166E-01
  350.000 0.15492166E-01
  360.000 0.15492166E-01
  370.000 0.15492166E-01
  380.000 0.15492166E-01
  390.000 0.15492166E-01
  400.000 0.15492166E-01
  410.000 0.15492166E-01
  420.000 0.15492166E-01
  430.000 0.15492166E-01
  440.000 0.15492166E-01
  450.000 0.15492166E-01
  460.000 0.15492166E-01
  470.000 0.15492166E-01
  480.000 0.15492166E-01
  490.000 0.15492166E-01
  500.000 0.15492166E-01
  510.000 0.15492166E-01
  520.000 0.15492166E-01
  530.000 0.15492166E-01
  540.000 0.15492166E-01
  550.000 0.15492166E-01
  560.000 0.15492166E-01
  570.000 0.15492166E-01
  580.000 0.15492166E-01
  590.000 0.15492166E-01
  600.000 0.15492166E-01
  610.000 0.15492166E-01
  620.000 0.15492166E-01
  630.000 0.15492166E-01
  640.000 0.15492166E-01
  650.000 0.15492166E-01
  660.000 0.15492166E-01
  670.000 0.15492166E-01
  680.000 0.15492166E-01
  690.000 0.15492166E-01
  700.000 0.15492166E-01
  710.000 0.15492166E-01
  720.000 0.15492166E-01
  730.000 0.15492166E-01
  740.000 0.15492166E-01
  750.000 0.15492166E-01
  760.000 0.15492166E-01
  770.000 0.15492166E-01
  780.000 0.15492166E-01
  790.000 0.15492166E-01
  800.000 0.15492166E-01
  810.000 0.15492166E-01
  820.000 0.15492166E-01
  830.000 0.15492166E-01
  840.000 0.15492166E-01
  850.000 0.15492166E-01
  860.000 0.15492166E-01
  870.000 0.15492166E-01
  880.000 0.15492166E-01
  890.000 0.15492166E-01
  900.000 0.15492166E-01
  910.000 0.15492166E-01
  920.000 0.15492166E-01
  930.000 0.15492166E-01
  940.000 0.15492166E-01
  950.000 0.15492166E-01
  960.000 0.15492166E-01
  970.000 0.15492166E-01
  980.000 0.15492166E-01
  990.000 0.15492166E-01
 1000.000 0.15492166E-01
 1010.000 0.15492166E-01
 1020.000 0.15492166E-01
 1030.000 0.15492166E-01
 1040.000 0.15492166E-01
 1050.000 0.15492166E-01
 1060.000 0.15492166E-01
 1070.000 0.15492166E-01
 1080.000 0.15492166E-01
 1090.000 0.15492166E-01
 1100.000 0.15492166E-01
 1110.000 0.15492166E-01
 1120.000 0.15492166E-01
 1130.000 0.15492166E-01
 1140.000 0.15492166E-01
 1150.000 0.15492166E-01
 1160.000 0.15492166E-01
 1170.000 0.15492166E-01
 1180.000 0.15492166E-01
 1190.000 0.15492166E-01
 1200.000 0.15492166E-01
 1210.000 0.15492166E-01
 1220.000 0.15492166E-01
 1230.000 0.15492166E-01
 1240.000 0.15492166E-01
 1250.000 0.15492166E-01
 1260.000 0.15492166E-01
 1270.000 0.15492166E-01
 1280.000 0.15492166E-01
 1290.000 0.15492166E-01
 1300.000 0.15492166E-01
 1310.000 0.15492166E-01
 1320.000 0.15492166E-01
 1330.000 0.15492166E-01
 1340.000 0.15492166E-01
 1350.000 0.15492166E-01
 1360.000 0.15492166E-01
 1370.000 0.15492166E-01
 1380.000 0.15492166E-01
 1390.000 0.15492166E-01
 1400.000 0.15492166E-01
 1410.000 0.15492166E-01
 1420.000 0.15492166E-01
 1430.000 0.15492166E-01
 1440.000 0.15492166E-01
 1450.000 0.15492166E-01
 1460.000 0.15492166E-01
 1470.000 0.15492166E-01
 1480.000 0.15492166E-01
 1490.000 0.15492166E-01
 1500.000 0.15492166E-01
 1510.000 0.15492166E-01
 1520.000 0.15492166E-01
 1530.000 0.15492166E-01
 1540.000 0.15492166E-01
 1550.000 0.15492166E-01
 1560.000 0.15492166E-01
 1570.000 0.15492166E-01
 1580.000 0.15492166E-01
 1590.000 0.15492166E-01
 1600.000 0.15492166E-01
 1610.000 0.15492166E-01
 1620.000 0.15492166E-01
 1630.000 0.15492166E-01
 1640.000 0.15492166E-01
 1650.000 0.15492166E-01
 1660.000 0.15492166E-01
 1670.000 0.15492166E-01
 1680.000 0.15492166E-01
 1690.000 0.15492166E-01
 1700.000 0.15492166E-01
 1710.000 0.15492166E-01
 1720.000 0.15492166E-01
 1730.000 0.15492166E-01
 1740.000 0.15492166E-01
 1750.000 0.15492166E-01
 1760.000 0.15492166E-01
 1770.000 0.15492166E-01
 1780.000 0.15492166E-01
 1790.000 0.15492166E-01
 1800.000 0.15492166E-01
 1810.000 0.15492166E-01
 1820.000 0.15492166E-01
 1830.000 0.15492166E-01
 1840.000 0.15492166E-01
 1850.000 0.15492166E-01
 1860.000 0.15492166E-01
 1870.000 0.15492166E-01
 1880.000 0.15492166E-01
 1890.000 0.15492166E-01
 1900.000 0.15492166E-01
 1910.000 0.15492166E-01
 1920.000 0.15492166E-01
 1930.000 0.15492166E-01
 1940.000 0.15492166E-01
 1950.000 0.15492166E-01
 1960.000 0.15492166E-01
 1970.000 0.15492166E-01
 1980.000 0.15492166E-01
 1990.000 0.15492166E-01
 2000.000 0.15492166E-01
 2010.000 0.15492166E-01
 2020.000 0.15492166E-01
 2030.000 0.15492166E-01
 2040.000 0.15492166E-01
 2050.000 0.15492166E-01
 2060.000 0.15492166E-01
 2070.000 0.15492166E-01
 2080.000 0.15492166E-01
 2090.000 0.15492166E-01
 2100.000 0.15492166E-01
 2110.000 0.15492166E-01
 2120.000 0.15492166E-01
 2130.000 0.15492166E-01
 2140.000 0.15492166E-01
 2150.000 0.15492166E-01
 2160.000 0.15492166E-01
 2170.000 0.15492166E-01
 2180.000 0.15492166E-01
 2190.000 0.15492166E-01
 2200.000 0.15492166E-01
 2210.000 0.15492166E-01
 2220.000 0.15492166E-01
 2230.000 0.15492166E-01
 2240.000 0.15492166E-01
 2250.000 0.15492166E-01
 2260.000 0.15492166E-01
 2270.000 0.15492166E-01
 2280.000 0.15492166E-01
 2290.000 0.15492166E-01
 2300.000 0.15492166E-01
 2310.000 0.15492166E-01
 2320.000 0.15492166E-01
 2330.000 0.15492166E-01
 2340.000 0.15492166E-01
 2350.000 0.15492166E-01
 2360.000 0.15492166E-01
 2370.000 0.15492166E-01
 2380.000 0.15492166E-01
 2390.000 0.15492166E-01
 2400.000 0.15492166E-01
 2410.000 0.15492166E-01
 2420.000 0.15492166E-01
 2430.000 0.15492166E-01
 2440.000 0.15492166E-01
 2450.000 0.15492166E-01
 2460.000 0.15492166E-01
 2470.000 0.15492166E-01
 2480.000 0.15492166E-01
 2490.000 0.15492166E-01
 2500.000 0.15492166E-01
 2510.000 0.15492166E-01
 2520.000 0.15492166E-01
 2530.000 0.15492166E-01
 2540.000 0.15492166E-01
 2550.000 0.15492166E-01
 2560.000 0.15492166E-01
 2570.000 0.15492166E-01
 2580.000 0.15492166E-01
 2590.000 0.15492166E-01
 2600.000 0.15492166E-01
 2610.000 0.15492166E-01
 2620.000 0.15492166E-01
 2630.000 0.15492166E-01
 2640.000 0.15492166E-01
 2650.000 0.15492166E-01
 2660.000 0.15492166E-01
 2670.000 0.15492166E-01
 2680.000 0.15492166E-01
 2690.000 0.15492166E-01
 2700.000 0.15492166E-01
 2710.000 0.15492166E-01
 2720.000 0.15492166E-01
 2730.000 0.15492166E-01
 2740.000 0.15492166E-01
 2750.000 0.15492166E-01
 2760.000 0.15492166E-01
 2770.000 0.15492166E-01
 2780.000 0.15492166E-01
 2790.000 0.15492166E-01
 2800.000 0.15492166E-01
 2810.000 0.15492166E-01
 2820.000 0.15492166E-01
 2830.000 0.15492166E-01
 2840.000 0.15492166E-01
 2850.000 0.15492166E-01
 2860.000 0.15492166E-01
 2870.000 0.15492166E-01
 2880.000 0.15492166E-01
 2890.000 0.15492166E-01
