  2460.00, 0.32174883E+00, 0.32341881E+00
  2470.00, 0.32161179E+00, 0.32328567E+00
  2480.00, 0.32147502E+00, 0.32315276E+00
  2490.00, 0.32133852E+00, 0.32302008E+00
  2500.00, 0.32120229E+00, 0.32288763E+00
  2510.00, 0.32106632E+00, 0.32275541E+00
  2520.00, 0.32093063E+00, 0.32262341E+00
  2530.00, 0.32079519E+00, 0.32249163E+00
  2540.00, 0.32066002E+00, 0.32236008E+00
  2550.00, 0.32052512E+00, 0.32222875E+00
  2560.00, 0.32039047E+00, 0.32209764E+00
  2570.00, 0.32025608E+00, 0.32196675E+00
  2580.00, 0.32012195E+00, 0.32183608E+00
  2590.00, 0.31998807E+00, 0.32170562E+00
  2600.00, 0.31985445E+00, 0.32157538E+00
  2610.00, 0.31972108E+00, 0.32144535E+00
  2620.00, 0.31958797E+00, 0.32131554E+00
  2630.00, 0.31945510E+00, 0.32118593E+00
  2640.00, 0.31932249E+00, 0.32105654E+00
  2650.00, 0.31919012E+00, 0.32092736E+00
  2660.00, 0.31905800E+00, 0.32079839E+00
  2670.00, 0.31892612E+00, 0.32066962E+00
  2680.00, 0.31879449E+00, 0.32054106E+00
  2690.00, 0.31866310E+00, 0.32041271E+00
  2700.00, 0.31853195E+00, 0.32028456E+00
  2710.00, 0.31840104E+00, 0.32015661E+00
  2720.00, 0.31827037E+00, 0.32002887E+00
  2730.00, 0.31813994E+00, 0.31990132E+00
  2740.00, 0.31800975E+00, 0.31977398E+00
  2750.00, 0.31787979E+00, 0.31964684E+00
  2760.00, 0.31775006E+00, 0.31951989E+00
  2770.00, 0.31762057E+00, 0.31939314E+00
  2780.00, 0.31749131E+00, 0.31926659E+00
  2790.00, 0.31736228E+00, 0.31914024E+00
  2800.00, 0.31723348E+00, 0.31901407E+00
  2810.00, 0.31710490E+00, 0.31888810E+00
  2820.00, 0.31697656E+00, 0.31876233E+00
  2830.00, 0.31684844E+00, 0.31863674E+00
  2840.00, 0.31672055E+00, 0.31851135E+00
  2850.00, 0.31659288E+00, 0.31838614E+00
  2860.00, 0.31646543E+00, 0.31826113E+00
  2870.00, 0.31633820E+00, 0.31813630E+00
  2880.00, 0.31621120E+00, 0.31801166E+00
  2890.00, 0.31608441E+00, 0.31788720E+00
