   0.582916E-06   3   3
   0.536483E-06   4   3
   0.444357E-06   5   3
   0.308870E-06   6   3
   0.135588E-06   7   3
  -0.653817E-07   8   3
  -0.277964E-06   9   3
  -0.481170E-06  10   3
  -0.650851E-06  11   3
  -0.764968E-06  12   3
  -0.807188E-06  13   3
  -0.772627E-06  14   3
  -0.666862E-06  15   3
  -0.506895E-06  16   3
  -0.315595E-06  17   3
  -0.117990E-06  18   3
   0.638804E-07  19   3
   0.212785E-06  20   3
   0.317366E-06  21   3
   0.371065E-06  22   3
   0.484425E-06   3   4
   0.449290E-06   4   4
   0.380279E-06   5   4
   0.280341E-06   6   4
   0.154479E-06   7   4
   0.111611E-07   8   4
  -0.138830E-06   9   4
  -0.280141E-06  10   4
  -0.398510E-06  11   4
  -0.477487E-06  12   4
  -0.509439E-06  13   4
  -0.486750E-06  14   4
  -0.417672E-06  15   4
  -0.310316E-06  16   4
  -0.181799E-06  17   4
  -0.470775E-07  18   4
   0.778619E-07  19   4
   0.181534E-06  20   4
   0.254996E-06  21   4
   0.293031E-06  22   4
   0.385009E-06   3   5
   0.358207E-06   4   5
   0.305977E-06   5   5
   0.230607E-06   6   5
   0.136780E-06   7   5
   0.288154E-07   8   5
  -0.830446E-07   9   5
  -0.192798E-06  10   5
  -0.281904E-06  11   5
  -0.347444E-06  12   5
  -0.367565E-06  13   5
  -0.357641E-06  14   5
  -0.302764E-06  15   5
  -0.225250E-06  16   5
  -0.128519E-06  17   5
  -0.315558E-07  18   5
   0.592414E-07  19   5
   0.133336E-06  20   5
   0.186211E-06  21   5
   0.213488E-06  22   5
   0.303728E-06   3   6
   0.284125E-06   4   6
   0.245863E-06   5   6
   0.191880E-06   6   6
   0.122320E-06   7   6
   0.448447E-07   8   6
  -0.470902E-07   9   6
  -0.129352E-06  10   6
  -0.219854E-06  11   6
  -0.265064E-06  12   6
  -0.313637E-06  13   6
  -0.275564E-06  14   6
  -0.241212E-06  15   6
  -0.162261E-06  16   6
  -0.925901E-07  17   6
  -0.145725E-07  18   6
   0.475145E-07  19   6
   0.100084E-06  20   6
   0.135655E-06  21   6
   0.154471E-06  22   6
   0.241351E-06   3   7
   0.227017E-06   4   7
   0.199768E-06   5   7
   0.159896E-06   6   7
   0.115433E-06   7   7
   0.469920E-07   8   7
  -0.945179E-08   9   7
  -0.126642E-06  10   7
  -0.171565E-06  11   7
  -0.300038E-06  12   7
  -0.215355E-06  13   7
  -0.310472E-06  14   7
  -0.192722E-06  15   7
  -0.158989E-06  16   7
  -0.536872E-07  17   7
  -0.992538E-08  18   7
   0.448926E-07  19   7
   0.749724E-07  20   7
   0.998640E-07  21   7
   0.112152E-06  22   7
   0.192823E-06   3   8
   0.182413E-06   4   8
   0.161673E-06   5   8
   0.135034E-06   6   8
   0.928307E-07   7   8
   0.835047E-07   8   8
  -0.526762E-07   9   8
  -0.319970E-07  10   8
  -0.359257E-06  11   8
  -0.224149E-06  12   8
  -0.823823E-06  13   8
  -0.234249E-06  14   8
  -0.379666E-06  15   8
  -0.629852E-07  16   8
  -0.946473E-07  17   8
   0.300622E-07  18   8
   0.275340E-07  19   8
   0.576102E-07  20   8
   0.721492E-07  21   8
   0.812758E-07  22   8
   0.154586E-06   3   9
   0.146040E-06   4   9
   0.130188E-06   5   9
   0.102285E-06   6   9
   0.848335E-07   7   9
  -0.830890E-08   8   9
   0.194638E-06   9   9
  -0.514382E-06  10   9
   0.710622E-07  11   9
  -0.123161E-05  12   9
   0.130973E-05  13   9
  -0.124120E-05  14   9
   0.517730E-07  15   9
  -0.543526E-06  16   9
   0.155476E-06  17   9
  -0.576763E-07  18   9
   0.251931E-07  19   9
   0.324671E-07  20   9
   0.504864E-07  21   9
   0.571483E-07  22   9
   0.123999E-06   3  10
   0.116641E-06   4  10
   0.992263E-07   5  10
   0.772639E-07   6  10
   0.131717E-07   7  10
   0.521796E-07   8  10
  -0.476498E-06   9  10
   0.118363E-05  10  10
  -0.406926E-05  11  10
  -0.800888E-06  12  10
  -0.136759E-04  13  10
  -0.809832E-06  14  10
  -0.408722E-05  15  10
   0.115665E-05  16  10
  -0.512535E-06  17  10
   0.712194E-08  18  10
  -0.407734E-07  19  10
   0.147511E-07  20  10
   0.285308E-07  21  10
   0.381559E-07  22  10
   0.998868E-07   3  11
   0.918472E-07   4  11
   0.756618E-07   5  11
   0.341688E-07   6  11
   0.555884E-08   7  11
  -0.242888E-06   8  11
   0.139060E-06   9  11
  -0.403965E-05  10  11
   0.603355E-05  11  11
  -0.334901E-04  12  11
   0.148029E-04  13  11
  -0.334984E-04  14  11
   0.601705E-05  15  11
  -0.406436E-05  16  11
   0.106243E-06  17  11
  -0.283642E-06  18  11
  -0.428274E-07  19  11
  -0.215124E-07  20  11
   0.130204E-07  21  11
   0.224902E-07  22  11
   0.812417E-07   3  12
   0.736071E-07   4  12
   0.525463E-07   5  12
   0.199029E-07   6  12
  -0.980530E-07   7  12
  -0.857331E-07   8  12
  -0.114243E-05   9  12
  -0.749997E-06  10  12
  -0.334685E-04  11  12
   0.201540E-04  12  12
  -0.240969E-03  13  12
   0.201465E-04  14  12
  -0.334836E-04  15  12
  -0.772425E-06  16  12
  -0.117208E-05  17  12
  -0.122332E-06  18  12
  -0.141262E-06  19  12
  -0.294753E-07  20  12
  -0.270384E-08  21  12
   0.121951E-07  22  12
   0.680624E-07   3  13
   0.594295E-07   4  13
   0.450418E-07   5  13
  -0.186194E-07   6  13
  -0.380409E-08   7  13
  -0.675190E-06   8  13
   0.141041E-05   9  13
  -0.136120E-04  10  13
   0.148386E-04  11  13
  -0.240954E-03  12  13
   0.716439E-02  13  13
  -0.240961E-03  14  13
   0.148250E-04  15  13
  -0.136323E-04  16  13
   0.138378E-05  17  13
  -0.707892E-06  18  13
  -0.421756E-07  19  13
  -0.621644E-07  20  13
  -0.352824E-08  21  13
   0.583562E-08  22  13
   0.590781E-07   3  14
   0.530941E-07   4  14
   0.351897E-07   5  14
   0.695682E-08   6  14
  -0.105704E-06   7  14
  -0.876374E-07   8  14
  -0.113863E-05   9  14
  -0.741011E-06  10  14
  -0.334553E-04  11  14
   0.201702E-04  12  14
  -0.240951E-03  13  14
   0.201640E-04  14  14
  -0.334676E-04  15  14
  -0.759211E-06  16  14
  -0.116250E-05  17  14
  -0.116771E-06  18  14
  -0.139640E-06  19  14
  -0.313057E-07  20  14
  -0.706540E-08  21  14
   0.650009E-08  22  14
   0.539709E-07   3  15
   0.493800E-07   4  15
   0.397698E-07   5  15
   0.749285E-08   6  15
  -0.100610E-07   7  15
  -0.246502E-06   8  15
   0.147360E-06   9  15
  -0.402051E-05  10  15
   0.606153E-05  11  15
  -0.334560E-04  12  15
   0.148400E-04  13  15
  -0.334616E-04  14  15
   0.605048E-05  15  15
  -0.403685E-05  16  15
   0.126051E-06  17  15
  -0.272403E-06  18  15
  -0.400103E-07  19  15
  -0.259900E-07  20  15
   0.321512E-08  21  15
   0.982885E-08  22  15
   0.510975E-07   3  16
   0.492627E-07   4  16
   0.424045E-07   5  16
   0.352728E-07   6  16
  -0.110597E-07   7  16
   0.472848E-07   8  16
  -0.462173E-06   9  16
   0.121541E-05  10  16
  -0.402325E-05  11  16
  -0.745056E-06  12  16
  -0.136154E-04  13  16
  -0.750096E-06  14  16
  -0.403322E-05  15  16
   0.120074E-05  16  16
  -0.481256E-06  17  16
   0.242339E-07  18  16
  -0.375405E-07  19  16
   0.598106E-08  20  16
   0.109477E-07  21  16
   0.159188E-07  22  16
   0.495051E-07   3  17
   0.490133E-07   4  17
   0.486206E-07   5  17
   0.423964E-07   6  17
   0.510496E-07   7  17
  -0.136947E-07   8  17
   0.217496E-06   9  17
  -0.465839E-06  10  17
   0.140474E-06  11  17
  -0.114792E-05  12  17
   0.139996E-05  13  17
  -0.115247E-05  14  17
   0.131451E-06  15  17
  -0.479100E-06  16  17
   0.200323E-06  17  17
  -0.343374E-07  18  17
   0.275124E-07  19  17
   0.166455E-07  20  17
   0.213966E-07  21  17
   0.210098E-07  22  17
   0.480027E-07   3  18
   0.488657E-07   4  18
   0.497811E-07   5  18
   0.535442E-07   6  18
   0.480794E-07   7  18
